age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,balance_per_age,balance_log,balance_positive,balance_category,campaign_intensity,total_contacts,is_first_campaign,contacted_before,pdays_normalized,recent_contact,month_num,month_sin,month_cos,quarter,has_debt,debt_count,prev_success,duration_per_contact,Cluster,deposit_numeric
32,technician,married,secondary,no,303,yes,no,cellular,8,apr,150,1,267,4,failure,yes,9.181818181818182,8.87514731685335,1,medium,0.2,5,0,1,267,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,75.0,1,1
60,admin.,divorced,secondary,no,12039,no,no,telephone,8,apr,236,1,-1,0,unknown,yes,197.36065573770492,9.846282078765348,1,very_high,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,118.0,3,1
67,retired,married,secondary,no,1443,no,no,cellular,8,apr,245,1,-1,0,unknown,yes,21.220588235294116,9.02304647355567,1,high,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,122.5,1,1
32,management,single,tertiary,no,1781,no,no,cellular,8,apr,321,1,-1,0,unknown,yes,53.96969696969697,9.062999784077473,1,very_high,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,160.5,1,1
26,admin.,married,secondary,no,3415,no,no,cellular,8,apr,209,1,-1,0,unknown,yes,126.48148148148148,9.236397906295473,1,very_high,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,104.5,1,1
33,management,single,tertiary,no,318,yes,no,cellular,8,apr,1190,1,141,3,other,yes,9.352941176470589,8.877242435993919,1,medium,0.25,4,0,1,141,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,595.0,0,1
21,student,single,primary,no,423,no,no,cellular,8,apr,104,5,-1,0,unknown,yes,19.227272727272727,8.891786635857315,1,medium,5.0,5,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,17.333333333333332,1,1
30,technician,single,secondary,no,2544,no,no,cellular,8,apr,108,2,-1,0,unknown,yes,82.06451612903226,9.147720009994515,1,very_high,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,36.0,1,1
27,student,single,secondary,no,2614,no,no,cellular,8,apr,143,2,-1,0,unknown,yes,93.35714285714286,9.155144736508232,1,very_high,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,47.666666666666664,1,1
30,services,single,secondary,no,1268,yes,no,cellular,8,apr,105,4,320,8,other,yes,40.903225806451616,9.001715906761175,1,high,0.4444444444444444,12,0,1,320,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,21.0,1,1
36,blue-collar,married,secondary,no,536,yes,no,cellular,8,apr,274,3,-1,0,unknown,yes,14.486486486486486,8.90720619496548,1,medium,3.0,3,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,68.5,1,1
27,admin.,married,secondary,no,1293,yes,no,cellular,8,apr,1665,3,-1,0,unknown,yes,46.17857142857143,9.004791129062925,1,high,3.0,3,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,416.25,0,1
29,management,single,tertiary,no,1377,no,no,cellular,8,apr,548,2,-1,0,unknown,yes,45.9,9.015055148790369,1,high,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,182.66666666666666,1,1
38,blue-collar,single,secondary,no,2580,yes,no,cellular,8,apr,1691,2,264,3,failure,yes,66.15384615384616,9.151545325465678,1,very_high,0.5,5,0,1,264,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,563.6666666666666,0,1
23,admin.,single,tertiary,no,314,no,yes,cellular,8,apr,142,4,-1,0,unknown,yes,13.083333333333334,8.876684166614451,1,medium,4.0,4,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,28.4,1,1
38,technician,married,tertiary,no,206,no,no,cellular,8,apr,350,2,-1,0,unknown,yes,5.282051282051282,8.861491864286915,1,medium,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,116.66666666666667,1,1
30,technician,single,secondary,no,3286,yes,no,cellular,9,apr,743,1,-1,0,unknown,yes,106.0,9.2237500588861,1,very_high,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,371.5,0,1
41,services,married,secondary,no,803,yes,no,cellular,9,apr,592,4,316,3,failure,yes,19.11904761904762,8.942722330560143,1,high,1.0,7,0,1,316,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,118.4,1,1
33,technician,single,secondary,no,719,yes,no,cellular,9,apr,448,2,316,6,failure,yes,21.147058823529413,8.931684110731714,1,high,0.2857142857142857,8,0,1,316,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,149.33333333333334,1,1
35,admin.,married,secondary,no,898,yes,no,cellular,9,apr,214,1,-1,0,unknown,yes,24.944444444444443,8.955060950631902,1,high,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,107.0,1,1
29,admin.,married,tertiary,no,332,no,no,cellular,9,apr,179,1,-1,0,unknown,yes,11.066666666666666,8.879193928110318,1,medium,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,89.5,1,1
68,retired,divorced,primary,no,695,no,no,cellular,9,apr,233,1,-1,0,unknown,yes,10.072463768115941,8.928507824313293,1,high,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,116.5,1,1
20,student,single,secondary,no,1819,no,no,cellular,9,apr,245,3,-1,0,unknown,yes,86.61904761904762,9.067393362656249,1,very_high,3.0,3,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,61.25,1,1
30,management,single,tertiary,no,2544,no,no,cellular,9,apr,152,2,-1,0,unknown,yes,82.06451612903226,9.147720009994515,1,very_high,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,50.666666666666664,1,1
32,blue-collar,married,secondary,no,759,yes,no,cellular,9,apr,317,5,-1,0,unknown,yes,23.0,8.936955604225226,1,high,5.0,5,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,52.833333333333336,1,1
28,management,divorced,tertiary,no,229,yes,no,cellular,9,apr,1042,2,315,2,other,yes,7.896551724137931,8.864746660905409,1,medium,0.6666666666666666,4,0,1,315,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,347.3333333333333,0,1
45,blue-collar,married,secondary,no,96,yes,no,cellular,13,apr,348,3,256,2,failure,yes,2.0869565217391304,8.845777255188445,1,low,1.0,5,0,1,256,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,87.0,1,1
29,technician,single,secondary,no,110,yes,no,cellular,13,apr,1036,1,-1,0,unknown,yes,3.6666666666666665,8.84779106484485,1,low,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,518.0,0,1
31,blue-collar,married,secondary,no,1406,yes,yes,cellular,13,apr,1091,2,-1,0,unknown,yes,43.9375,9.018574356354229,1,high,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,2,0,363.6666666666667,0,1
39,services,divorced,secondary,no,0,yes,no,cellular,13,apr,1006,2,-1,0,unknown,yes,0.0,8.831857935197906,0,low,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,335.3333333333333,0,1
42,blue-collar,married,primary,no,2103,yes,no,cellular,13,apr,384,2,-1,0,unknown,yes,48.906976744186046,9.09963224999176,1,very_high,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,128.0,1,1
35,management,single,tertiary,no,1599,yes,yes,cellular,13,apr,407,1,-1,0,unknown,yes,44.416666666666664,9.041685005946043,1,high,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,2,0,203.5,1,1
34,technician,single,tertiary,no,925,yes,no,cellular,13,apr,709,1,-1,0,unknown,yes,26.428571428571427,8.958540111412168,1,high,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,354.5,0,1
26,management,single,tertiary,no,-3,no,no,cellular,13,apr,1022,2,-1,0,unknown,yes,-0.1111111111111111,8.831419819090131,0,low,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,340.6666666666667,0,1
29,services,divorced,secondary,no,84,yes,no,cellular,13,apr,1101,2,-1,0,unknown,yes,2.8,8.84404789894249,1,low,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,367.0,0,1
44,self-employed,single,tertiary,no,1367,yes,no,cellular,13,apr,1232,3,146,1,other,yes,30.377777777777776,9.013838751608395,1,high,1.5,4,0,1,146,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,308.0,0,1
34,management,married,tertiary,no,703,yes,no,cellular,14,apr,342,1,-1,0,unknown,yes,20.085714285714285,8.929567707825337,1,high,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,171.0,1,1
33,management,married,tertiary,no,0,yes,no,cellular,14,apr,535,3,328,1,failure,yes,0.0,8.831857935197906,0,low,1.5,4,0,1,328,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,133.75,1,1
34,management,single,tertiary,no,2646,no,no,cellular,14,apr,142,1,-1,0,unknown,yes,75.6,9.158520623246385,1,very_high,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,71.0,1,1
33,admin.,single,secondary,no,572,yes,no,cellular,14,apr,344,1,74,2,failure,yes,16.823529411764707,8.912069097970134,1,high,0.3333333333333333,3,0,1,74,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,172.0,1,1
22,student,single,secondary,no,107,no,no,cellular,14,apr,125,1,-1,0,unknown,yes,4.6521739130434785,8.847359875474174,1,low,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,62.5,1,1
32,technician,married,secondary,no,765,yes,yes,cellular,14,apr,850,2,-1,0,unknown,yes,23.181818181818183,8.937743936942443,1,high,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,2,0,283.3333333333333,0,1
36,services,single,secondary,no,-253,yes,no,cellular,14,apr,1073,1,-1,0,unknown,yes,-6.837837837837838,8.794218683679489,0,low,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,536.5,0,1
44,admin.,divorced,secondary,no,0,no,no,cellular,14,apr,1594,1,148,1,failure,yes,0.0,8.831857935197906,0,low,0.5,2,0,1,148,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,797.0,0,1
65,retired,married,secondary,no,2,no,no,cellular,14,apr,450,1,-1,0,unknown,yes,0.030303030303030304,8.832149906002899,1,low,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,225.0,1,1
61,self-employed,divorced,tertiary,no,6,yes,no,cellular,14,apr,133,2,-1,0,unknown,yes,0.0967741935483871,8.832733591996416,1,low,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,44.333333333333336,1,1
41,housemaid,married,primary,no,0,no,no,cellular,14,apr,168,1,-1,0,unknown,yes,0.0,8.831857935197906,0,low,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,84.0,1,1
24,management,married,unknown,no,448,no,no,cellular,14,apr,324,1,-1,0,unknown,yes,17.92,8.89521858376562,1,medium,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,162.0,1,1
77,retired,divorced,tertiary,no,4659,no,no,cellular,14,apr,161,1,-1,0,unknown,yes,59.73076923076923,9.35079772467144,1,very_high,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,80.5,3,1
62,housemaid,married,tertiary,no,1528,no,no,cellular,14,apr,496,1,-1,0,unknown,yes,24.253968253968253,9.033245134153809,1,high,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,248.0,1,1
30,unemployed,married,tertiary,no,330,no,no,cellular,14,apr,111,1,-1,0,unknown,yes,10.64516129032258,8.878915376576483,1,medium,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,55.5,1,1
29,admin.,single,secondary,no,731,no,no,cellular,14,apr,107,3,-1,0,unknown,yes,24.366666666666667,8.933268478636418,1,high,3.0,3,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,26.75,1,1
29,unemployed,single,secondary,no,25,no,no,cellular,14,apr,207,2,-1,0,unknown,yes,0.8333333333333334,8.835501457409778,1,low,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,69.0,1,1
65,management,married,secondary,no,587,no,no,cellular,15,apr,223,2,-1,0,unknown,yes,8.893939393939394,8.914088348841334,1,high,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,74.33333333333333,1,1
43,services,married,primary,no,2557,yes,no,telephone,15,apr,165,2,327,3,failure,yes,58.11363636363637,9.149103062504993,1,very_high,0.5,5,0,1,327,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,55.0,1,1
70,retired,divorced,primary,no,275,no,no,cellular,15,apr,82,1,-1,0,unknown,yes,3.8732394366197185,8.871224644409553,1,medium,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,41.0,1,1
32,services,married,secondary,no,1129,yes,no,cellular,15,apr,903,2,341,2,failure,yes,34.21212121212121,8.984443032465352,1,high,0.6666666666666666,4,0,1,341,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,301.0,0,1
46,technician,married,secondary,no,2149,yes,no,cellular,15,apr,282,2,-1,0,unknown,yes,45.723404255319146,9.104757609401117,1,very_high,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,94.0,1,1
33,admin.,married,secondary,no,855,no,no,cellular,15,apr,110,1,-1,0,unknown,yes,25.147058823529413,8.949494953477961,1,high,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,55.0,1,1
57,services,married,primary,no,491,yes,no,cellular,15,apr,1217,3,-1,0,unknown,yes,8.46551724137931,8.901094121608562,1,medium,3.0,3,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,304.25,0,1
62,blue-collar,married,secondary,no,180,no,no,cellular,15,apr,389,2,-1,0,unknown,yes,2.857142857142857,8.857799727175905,1,medium,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,129.66666666666666,1,1
32,services,single,secondary,no,133,no,no,cellular,15,apr,171,1,-1,0,unknown,yes,4.03030303030303,8.851090687664982,1,medium,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,85.5,1,1
39,blue-collar,single,secondary,no,649,yes,no,cellular,15,apr,668,1,-1,0,unknown,yes,16.225,8.922391597295857,1,high,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,334.0,0,1
76,housemaid,divorced,primary,no,1411,no,no,telephone,15,apr,170,3,-1,0,unknown,yes,18.324675324675326,9.019179866515024,1,high,3.0,3,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,42.5,3,1
36,admin.,single,secondary,no,11174,yes,no,cellular,15,apr,953,1,-1,0,unknown,yes,302.0,9.799403998992805,1,very_high,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,476.5,3,1
27,technician,single,secondary,no,439,yes,no,cellular,15,apr,1038,2,-1,0,unknown,yes,15.678571428571429,8.893984438939794,1,medium,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,346.0,0,1
38,management,single,tertiary,no,6158,yes,no,cellular,15,apr,139,5,145,9,failure,yes,157.89743589743588,9.47324295306374,1,very_high,0.5,14,0,1,145,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,23.166666666666668,3,1
56,blue-collar,married,primary,no,3498,no,no,cellular,15,apr,264,2,-1,0,unknown,yes,61.36842105263158,9.24445190160495,1,very_high,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,88.0,3,1
51,unemployed,married,tertiary,no,1801,no,no,cellular,16,apr,838,3,-1,0,unknown,yes,34.63461538461539,9.065314599925925,1,very_high,3.0,3,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,209.5,3,1
39,management,married,tertiary,no,937,no,no,cellular,16,apr,144,4,-1,0,unknown,yes,23.425,8.960082528170402,1,high,4.0,4,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,28.8,1,1
35,management,divorced,tertiary,no,26,no,no,cellular,16,apr,78,2,-1,0,unknown,yes,0.7222222222222222,8.835646922534773,1,low,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,26.0,1,1
32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,apr,648,1,272,1,other,yes,-1.606060606060606,8.824089482791823,0,low,0.5,2,0,1,272,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,324.0,0,1
51,housemaid,married,unknown,no,2337,yes,no,cellular,16,apr,251,2,266,3,other,yes,44.94230769230769,9.12543586488574,1,very_high,0.5,5,0,1,266,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,83.66666666666667,3,1
37,technician,married,secondary,no,1762,no,no,cellular,16,apr,334,2,-1,0,unknown,yes,46.36842105263158,9.060795734696166,1,very_high,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,111.33333333333333,1,1
52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,16,apr,583,1,147,1,success,yes,65.45283018867924,9.241645221804594,1,very_high,0.5,2,0,1,147,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,1,291.5,3,1
35,technician,married,secondary,no,545,yes,no,cellular,16,apr,1579,1,234,4,failure,yes,15.13888888888889,8.908424139496578,1,medium,0.2,5,0,1,234,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,789.5,0,1
47,admin.,married,secondary,no,3480,no,no,cellular,16,apr,443,1,-1,0,unknown,yes,72.5,9.242710752006634,1,very_high,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,221.5,3,1
31,technician,married,secondary,no,183,no,no,cellular,16,apr,495,1,-1,0,unknown,yes,5.71875,8.858226439365012,1,medium,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,247.5,1,1
49,services,married,secondary,no,2416,yes,no,cellular,16,apr,1366,1,-1,0,unknown,yes,48.32,9.13399913871946,1,very_high,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,683.0,0,1
30,management,single,tertiary,no,424,no,no,cellular,16,apr,298,4,-1,0,unknown,yes,13.67741935483871,8.89192414015454,1,medium,4.0,4,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,59.6,1,1
35,blue-collar,single,secondary,no,0,yes,no,cellular,16,apr,1174,1,345,4,other,yes,0.0,8.831857935197906,0,low,0.2,5,0,1,345,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,587.0,0,1
44,management,married,primary,no,294,no,no,cellular,16,apr,165,3,-1,0,unknown,yes,6.533333333333333,8.873888135154973,1,medium,3.0,3,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,41.25,1,1
42,blue-collar,married,secondary,no,1598,yes,yes,cellular,16,apr,1463,2,-1,0,unknown,yes,37.16279069767442,9.041566627727496,1,high,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,2,0,487.6666666666667,0,1
29,management,single,tertiary,no,268,no,no,cellular,16,apr,667,1,-1,0,unknown,yes,8.933333333333334,8.87024156729927,1,medium,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,333.5,0,1
42,technician,divorced,secondary,no,214,no,no,cellular,16,apr,127,1,-1,0,unknown,yes,4.976744186046512,8.862625169408922,1,medium,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,63.5,1,1
43,management,married,tertiary,no,240,yes,no,cellular,16,apr,453,1,-1,0,unknown,yes,5.454545454545454,8.866299565855018,1,medium,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,226.5,1,1
36,technician,single,secondary,no,2511,yes,no,cellular,16,apr,700,5,-1,0,unknown,yes,67.86486486486487,9.144200569471638,1,very_high,5.0,5,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,116.66666666666667,1,1
36,technician,married,tertiary,no,4596,yes,no,cellular,16,apr,901,2,-1,0,unknown,yes,124.21621621621621,9.345308232386667,1,very_high,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,300.3333333333333,3,1
32,services,married,secondary,no,1273,yes,no,cellular,16,apr,1365,2,328,1,failure,yes,38.57575757575758,9.002331708246244,1,high,1.0,3,0,1,328,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,455.0,0,1
54,technician,married,secondary,no,3994,no,yes,cellular,16,apr,299,2,-1,0,unknown,yes,72.61818181818182,9.291274989472182,1,very_high,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,99.66666666666667,3,1
50,management,married,tertiary,no,469,no,no,cellular,16,apr,161,1,-1,0,unknown,yes,9.196078431372548,8.898092345579153,1,medium,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,80.5,1,1
32,technician,single,tertiary,no,932,yes,no,cellular,16,apr,944,1,318,1,failure,yes,28.242424242424242,8.95944014361693,1,high,0.5,2,0,1,318,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,472.0,0,1
28,student,single,tertiary,no,844,no,no,cellular,16,apr,551,2,-1,0,unknown,yes,29.103448275862068,8.948066103458935,1,high,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,183.66666666666666,1,1
40,services,divorced,primary,no,471,yes,no,cellular,16,apr,1156,1,345,2,failure,yes,11.487804878048781,8.898365606955357,1,medium,0.3333333333333333,3,0,1,345,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,578.0,0,1
34,admin.,single,secondary,no,63,yes,no,cellular,17,apr,678,1,-1,0,unknown,yes,1.8,8.841014310483892,1,low,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,339.0,0,1
52,retired,divorced,primary,no,-779,yes,yes,cellular,17,apr,709,1,-1,0,unknown,yes,-14.69811320754717,8.711113884053544,0,low,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,2,0,354.5,0,1
35,blue-collar,married,secondary,no,293,yes,no,cellular,17,apr,1017,1,325,1,other,yes,8.13888888888889,8.873748128154395,1,medium,0.5,2,0,1,325,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,508.5,0,1
32,management,divorced,tertiary,no,294,yes,no,cellular,17,apr,1095,1,274,5,success,yes,8.909090909090908,8.873888135154973,1,medium,0.16666666666666666,6,0,1,274,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,1,547.5,0,1
60,management,married,tertiary,no,13546,no,no,cellular,17,apr,452,3,-1,0,unknown,yes,222.0655737704918,9.923045051751659,1,very_high,3.0,3,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,113.0,3,1
34,blue-collar,married,primary,no,329,yes,no,cellular,17,apr,952,1,343,1,failure,yes,9.4,8.878776071707552,1,medium,0.5,2,0,1,343,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,476.0,0,1
30,admin.,single,secondary,no,69,yes,no,cellular,17,apr,997,1,-1,0,unknown,yes,2.225806451612903,8.841881989497114,1,low,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,498.5,0,1
39,self-employed,married,tertiary,no,-3058,yes,yes,cellular,17,apr,882,3,-1,0,unknown,yes,-76.45,8.240385115516334,0,low,3.0,3,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,2,0,220.5,1,1
40,services,single,secondary,no,224,yes,no,cellular,17,apr,875,2,-1,0,unknown,yes,5.463414634146342,8.86403999703599,1,medium,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,291.6666666666667,0,1
38,management,married,tertiary,no,165,yes,no,cellular,17,apr,526,1,260,2,other,yes,4.230769230769231,8.855663430700124,1,medium,0.3333333333333333,3,0,1,260,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,263.0,1,1
35,management,single,tertiary,no,397,yes,no,cellular,17,apr,594,1,-1,0,unknown,yes,11.027777777777779,8.888204871455022,1,medium,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,297.0,0,1
37,blue-collar,married,primary,no,3154,yes,no,cellular,17,apr,404,1,305,3,failure,yes,83.0,9.21064032698518,1,very_high,0.25,4,0,1,305,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,202.0,1,1
29,technician,married,secondary,no,1180,yes,no,cellular,17,apr,367,3,323,3,failure,yes,39.333333333333336,8.990815266184685,1,high,0.75,6,0,1,323,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,91.75,1,1
36,technician,single,secondary,yes,-487,yes,no,cellular,17,apr,1080,1,-1,0,unknown,yes,-13.162162162162161,8.758098072309089,0,low,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,540.0,0,1
34,management,married,secondary,yes,879,yes,no,cellular,17,apr,712,1,344,1,failure,yes,25.114285714285714,8.952605375892354,1,high,0.5,2,0,1,344,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,356.0,0,1
33,technician,married,secondary,no,806,no,no,cellular,17,apr,108,1,-1,0,unknown,yes,23.705882352941178,8.943114308091785,1,high,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,54.0,1,1
29,technician,single,secondary,no,674,no,no,cellular,17,apr,170,5,-1,0,unknown,yes,22.466666666666665,8.925720273560222,1,high,5.0,5,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,28.333333333333332,1,1
33,management,married,tertiary,no,0,yes,no,cellular,17,apr,378,1,-1,0,unknown,yes,0.0,8.831857935197906,0,low,1.0,1,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,189.0,1,1
41,self-employed,married,secondary,no,323,yes,no,cellular,17,apr,949,2,254,6,other,yes,7.690476190476191,8.877939834725023,1,medium,0.2857142857142857,8,0,1,254,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,0,316.3333333333333,0,1
74,retired,married,secondary,no,921,no,no,telephone,17,apr,394,2,-1,0,unknown,yes,12.28,8.958025443361693,1,high,2.0,2,1,0,855,0,4,0.8660254037844387,-0.4999999999999998,Q2,0,0,0,131.33333333333334,1,1
53,technician,married,secondary,no,5303,yes,no,telephone,17,apr,320,3,180,1,success,yes,98.20370370370371,9.405249044275608,1,very_high,1.5,4,0,1,180,0,4,0.8660254037844387,-0.4999999999999998,Q2,1,1,1,80.0,3,1
